0.00127993	0.000349908	0.00381792	0.000427175	0.000142819	3.72528e-08	3.74508e-05	0.00175546	5.03177e-06	0.000375375	0.00422714	7.41998e-05	0.0017194	7.38516e-09	8.93232e-05	1.99377e-07	8.17365e-05	0.0039368	9.66129e-13	0.00197625	5.40064e-05	2.51119e-05	0.0115485	9.94305e-06	0.00210303	0.000619047	0.000804668	8.55805e-05	0.000993785	0.000311852	0.0615252	0.000720091	9.65868e-06	0.00861786	0.00432399	3.10849e-11	6.58021e-05	0.000182567	2.51728e-05	0.000321147	0.00584458	0.000737123	1.20002e-05	9.30137e-05	0.000362437	
3.81012e-05	4.11544e-08	0.00018596	0.000144887	1.42804e-06	8.02098e-05	0.010132	6.55513e-05	0.00329808	0.00214784	0.00326559	6.25011e-05	0.0546128	9.38671e-05	0.00919628	0.000999696	0.000916384	0.000350768	0.00843238	0.000268518	0.00115811	0.00326744	1.87048e-06	0.00288781	0.000143306	0.000421118	9.67769e-06	4.05199e-05	0.00785384	0.0360538	0.00212203	0.000569242	0.00026121	0.00561481	1.20885e-05	1.85403e-06	0.00101985	2.41698e-06	0.00118352	0.00159307	0.000459023	0.00290633	1.08351e-05	0.00140868	0.0008493	
0.000629697	4.66711e-06	0.000153779	0.00413019	0.0248391	0.00830885	1.0632e-06	0.000339759	8.46182e-05	3.85337e-05	0.00195144	0.00115757	0.000407206	4.1994e-05	0.00203149	0.00139236	0.000370685	0.00239184	0.00166448	0.000213312	0.000774244	0.000177473	0.00328846	6.38791e-06	0.000422861	0.00852129	0.000285595	0.00255895	6.3827e-05	0.0034264	0.0129767	0.000215654	0.000121208	0.00151706	0.000781126	0.019014	0.000666232	5.67785e-06	0.0036287	0.00201182	0.000495307	0.00891347	0.000193345	6.65337e-08	0.000162009	
59.5958	59.2632	58.4514	59.0374	58.8448	59.1447	58.7143	58.4634	58.3377	59.0975	58.1227	0.105053	0.123632	0.144946	0.0627321	0.183287	0.090001	0.106693	0.0924023	0.14387	0.141226	0.0808428	0.104619	0.131065	0.12312	0.0812941	0.106222	0.134825	0.103207	0.113237	0.0991817	0.126927	0.149897	0.0929825	0.106508	0.0932361	0.10079	0.115976	0.0914671	0.0949585	0.119268	0.0816658	0.120164	0.0817372	0.164611	
6.4334e-07	1e-15	4.87879e-09	0.000111701	1e-15	1e-15	1e-15	0.0010724	1e-15	3.38344e-05	7.14607e-06	8.28491e-09	1.96204e-06	1e-15	1e-15	0.00209331	1e-15	1e-15	1e-15	1e-15	3.68932e-06	4.77639e-08	1.45441e-08	0.0166091	4.5683e-15	8.3361e-09	1.38611e-11	4.14016e-05	0.000100952	2.27855e-09	1.07011e-14	5.1307e-09	3.31691e-05	8.61363e-11	2.71318e-06	7.02655e-13	6.38339e-07	1e-15	0.000655621	0.000749748	1.50211e-09	2.74745e-13	0.000943935	3.55599e-09	9.50871e-06	
0.0632525	0.0820386	0.0503106	0.0573582	0.0453792	0.0446662	0.0831381	0.0278463	0.0184638	0.0977026	0.0680894	0.0744243	0.0507948	0.0584936	0.0346165	0.0397872	0.065231	0.0929858	0.0358375	0.0352146	0.0942367	0.0446796	0.054071	0.0631778	0.0555492	0.0654374	0.0602817	0.0800995	0.069858	0.0587728	0.0713207	0.0649607	0.0353111	0.0579449	59.0166	59.1991	58.3904	58.5048	59.3735	58.0352	58.5715	58.1606	59.2909	58.2279	59.2711	
0.00217777	1e-15	1e-15	0.000236859	1e-15	1e-15	1.01047e-07	2.32604e-15	5.52237e-11	1.28978e-14	6.18184e-11	8.90551e-09	1e-15	1e-15	1e-15	8.96011e-14	3.00405e-07	8.7735e-13	1e-15	1e-15	1.1707e-15	1e-15	1e-15	1e-15	1.02592e-13	1.30694e-15	6.42011e-13	1e-15	1e-15	1.68862e-13	1e-15	1e-15	7.46001e-14	1e-15	1.74832e-06	0.000336011	1e-15	0.000335978	1e-15	1e-15	3.37281e-11	9.28809e-05	0.00151392	1e-15	3.61208e-10	
0.00265596	0.0174252	0.00422683	0.00459222	0.000111198	0.00350537	0.00609525	0.000146407	0.00185621	0.00436005	0.000618063	8.17042e-05	0.00298316	0.0040431	0.0471302	0.0035348	0.0124934	0.000638997	0.00597617	0.00231987	3.31353e-06	0.00145419	0.00087851	1.89671e-05	0.000286463	0.000605059	0.00249255	0.00296827	0.00667012	0.0011654	0.000685415	0.000622386	0.044738	0.00146015	0.00279469	9.74653e-05	0.0179601	0.0187411	0.00367147	0.0572307	0.00410472	0.00283902	0.000837396	0.00243513	6.07325e-05	
0.00507844	4.33277e-06	0.000244561	1.36194e-06	4.20235e-15	1.09174e-10	1.1213e-13	5.10507e-12	0.000145866	4.13745e-08	6.18822e-05	0.00147974	2.13375e-06	1.15279e-12	6.94133e-06	1.29862e-10	1.88597e-07	9.99631e-09	1.07006e-09	1.17123e-15	2.57783e-09	0.000385797	1.14978e-14	1e-15	1.23872e-06	8.87571e-08	3.31649e-05	0.00766187	2.1798e-05	2.6142e-10	2.7173e-08	0.000133445	0.0322916	1.78757e-10	4.09121e-07	8.329e-13	5.84972e-11	2.66425e-07	6.91103e-15	5.67992e-07	3.3749e-07	1e-15	2.81127e-06	3.29029e-06	4.05307e-06	
0.000179533	0.000999363	0.00203147	0.000907164	8.57276e-05	0.000228847	2.17055e-05	0.000943151	0.0019394	0.000503254	0.00109382	0.000985259	0.0442624	4.55378e-06	0.00137801	0.00164404	0.104075	0.00165498	0.00100716	0.00018375	0.00018616	0.00117221	4.38681e-06	0.0106487	0.00185266	0.000145788	0.000286487	0.0132374	0.00241978	6.51389e-05	0.000122322	0.000568009	0.000245602	0.0096367	0.00104205	0.000447224	0.00127171	6.6435e-05	0.00357263	0.00647121	7.72595e-05	0.00256258	7.58722e-06	5.84084e-05	0.00634012	
7.59355e-07	0.000478022	0.00283211	1.75238e-05	0.0002261	0.000223222	0.000727324	5.88243e-05	0.000280317	0.00318276	0.000147035	0.00341167	0.000481956	0.0056389	0.00259082	2.75668e-07	2.0689e-06	0.000975627	0.00822399	0.000816862	0.000160815	2.45279e-05	0.000212886	5.68984e-08	0.000323245	0.00416223	2.51954e-06	0.000605857	1.30758e-05	1.73148e-10	0.000715259	0.00458509	1.62909e-05	2.66855e-06	4.67202e-05	3.80323e-05	2.16051e-07	1.2979e-05	0.000442929	1.33016e-06	0.000558236	0.00247432	0.00537066	0.00196536	4.26038e-05	
0.00114858	1.45215e-09	0.00635452	0.000737711	1.61691e-05	2.16495e-05	6.02352e-06	0.000222908	0.000100887	6.46695e-07	1.77749e-05	8.707e-05	1.05359e-05	0.0219162	0.000647647	0.00486772	0.00495129	0.000206462	9.4316e-06	0.00048494	0.00250804	0.000426018	0.00159957	0.000500967	8.78169e-05	0.00313022	0.000445151	0.000135227	0.000424775	0.0168212	0.0107678	2.44188e-06	9.74211e-06	0.00301108	0.000923824	3.09229e-05	0.00467327	0.00167006	0.00111806	2.89723e-07	0.000170106	2.71348e-07	0.000101034	2.14987e-05	0.000446087	
0.269478	0.222023	0.229471	0.213033	0.18146	0.184345	0.282505	0.203129	0.235327	0.226347	0.254552	118.632	118.58	118.929	119.383	118.287	117.546	117.968	118.305	117.847	119.262	119.039	118.775	119.662	117.983	119.424	120.108	119.45	118.333	117.665	118.979	119.98	118.839	119.225	0.264435	0.250632	0.178594	0.250617	0.214799	0.207606	0.20831	0.19156	0.281013	0.153739	0.205761	
5.94903e-08	0.00145458	2.55564e-07	0.0036856	1e-15	0.00014896	0.00946382	0.000741193	0.00020392	8.07444e-10	7.19339e-05	4.22521e-15	1.3942e-10	0.00138591	0.000336198	3.39634e-06	0.00406858	1.64082e-09	0.000595264	4.15377e-11	1.06169e-07	8.65447e-07	1.2219e-08	6.18257e-06	1.95656e-06	3.17966e-05	0.000970262	3.17193e-07	4.37526e-07	1.22041e-07	2.85601e-05	1e-15	1.41366e-07	0.000259634	1e-15	0.00519129	5.94113e-06	1.63837e-12	8.2051e-14	1e-15	6.44245e-12	2.25286e-06	4.45014e-08	1.52433e-09	6.99977e-14	
0.000101128	1.33684e-05	0.000499622	0.000289463	4.81135e-05	0.00155245	0.000325514	0.00681219	2.023e-07	5.23534e-06	0.000761832	0.000230125	0.00142314	1.19676e-06	0.00263107	3.10568e-07	0.000955947	0.00422699	6.77061e-10	2.94872e-07	0.00345322	0.000348618	2.79548e-05	7.9243e-05	1.38426e-06	0.00478716	0.00481739	0.0114205	4.22233e-05	6.72318e-06	4.95968e-12	0.00103137	2.54511e-08	0.000469633	8.88088e-05	6.16647e-05	3.9642e-05	6.74542e-06	0.000596183	0.000121215	0.00319698	2.82727e-05	0.000155344	0.00367067	0.0015487	
1.00236e-15	5.81486e-05	1e-15	1e-15	1e-15	2.28944e-09	1.27529e-10	5.54684e-11	1e-15	1.21383e-15	4.44565e-09	1e-15	1e-15	7.22638e-06	1e-15	5.24109e-05	1.0003e-15	4.44265e-06	2.20283e-11	1e-15	1e-15	2.52661e-05	1e-15	1e-15	1.33121e-11	1.86376e-05	2.16178e-06	5.68264e-07	2.55625e-14	1.19511e-08	5.60929e-11	1e-15	1e-15	1.22631e-12	1.58435e-12	5.37039e-06	7.82962e-05	7.74015e-12	1e-15	1e-15	1e-15	1e-15	9.08213e-14	1e-15	1e-15	
