0.0199556	0.0177509	0.0192274	0.0125392	0.0185409	0.0191532	0.0137823	0.0147418	0.018478	0.0153727	0.0223865	0.0114996	0.0154696	0.0225906	0.0441368	0.0167837	0.0188394	0.0205691	0.0252293	0.0215507	0.0236848	0.0344766	0.0151112	0.0241928	0.0136537	0.0325772	0.0188983	0.0334186	0.0225766	0.0176232	0.0151508	0.0174464	0.0162228	0.0380896	0.0151844	0.0160192	0.0258975	0.0215068	0.015894	0.0191604	0.0195671	0.0206235	0.018142	0.0185127	0.0286756	0.0334301	0.0180219	0.0176448	
0.0239029	0.0272761	0.0204273	0.0146777	0.0169713	0.0301063	0.0137727	0.0265627	0.0205524	0.0219631	0.022986	0.0291963	0.0121388	0.0311588	0.0160085	0.0182797	0.033698	0.0216493	0.0212729	0.0270105	0.0135933	0.0273285	0.0192687	0.01356	0.014458	0.0224147	0.0217861	0.0170625	0.0142578	0.0123968	0.0133601	0.0297587	0.0207606	0.0231168	0.0394994	0.0168397	0.0131394	0.0200636	0.0203416	0.018269	0.0203254	0.0132583	0.0208853	0.018497	0.0238765	0.0206809	0.0271558	0.0144345	
0.0113119	0.0178599	0.017363	0.0117696	0.0225187	0.0183599	0.0150635	0.0163568	0.028708	0.023065	0.0180156	0.0190114	0.0280702	0.0376358	0.02419	0.0261855	0.0203929	0.0150985	0.0193239	0.0195664	0.0162395	0.0300303	0.020348	0.0190946	0.0293273	0.0188701	0.0191978	0.020717	0.0187245	0.0204305	0.0184818	0.0328094	0.0145884	0.0154047	0.0245787	0.0215187	0.0239068	0.024702	0.0280022	0.0192261	0.018802	0.0214486	0.0293655	0.0171506	0.0147989	0.0123419	0.0186861	0.0213414	
0.0717601	0.0703631	0.0667266	0.0685307	0.0855556	0.0723984	0.079112	0.072308	0.0898068	0.0756124	0.0756601	0.0754953	0.00201323	0.0013204	0.00103518	0.00106581	0.00324913	0.00610529	0.00210884	0.0075515	0.00262956	0.00362903	0.000919348	0.00781201	0.00617095	0.000545251	0.00104948	0.0010664	0.00250885	0.000710625	0.000770531	0.00387936	0.000861607	0.0013539	0.00491071	0.00200417	0.00282295	0.00404734	0.00390935	0.00341665	0.0016155	0.00127222	0.00207625	0.00172487	0.00398678	0.00270723	0.00277604	0.00104454	
0.0113222	0.00923184	0.0253083	0.0134153	0.0199713	0.0192743	0.0181085	0.0222129	0.0193101	0.0227779	0.0235407	0.0137361	0.0273596	0.0210385	0.015997	0.0228842	0.0195676	0.0184724	0.0197139	0.0266486	0.0199358	0.0510164	0.0366285	0.0269175	0.0143116	0.0139354	0.0220143	0.0148114	0.021729	0.0196593	0.0272143	0.0195877	0.0140711	0.0171187	0.0482544	0.0247843	0.0150333	0.0175907	0.00979951	0.0215147	0.0190799	0.0125701	0.0163867	0.0230863	0.0198313	0.0176696	0.0173009	0.0282561	
0.00218606	0.00420216	0.0037215	0.0032191	0.00440366	0.00345744	0.00414826	0.0029866	0.0038262	0.00494917	0.00191204	0.00440718	0.00204053	0.00130688	0.000618386	0.00520728	0.00158474	0.00110189	0.000716577	0.00548137	0.0018633	0.0013951	0.00358873	0.000812155	0.00522991	0.00192107	0.00218087	0.00745017	0.00332169	0.00255919	0.00225938	0.00340978	0.00203077	0.0031584	0.00120849	0.00205507	0.0684032	0.0559673	0.0820607	0.04421	0.0745812	0.0641517	0.0836961	0.073089	0.0883153	0.0865536	0.0842688	0.0887821	
0.0342322	0.0371046	0.0165788	0.0114937	0.0163146	0.0231326	0.0169173	0.0200454	0.0257301	0.0162033	0.0159062	0.018028	0.0117442	0.0263259	0.020613	0.014788	0.0227505	0.0192136	0.0161203	0.019721	0.0237506	0.0203406	0.0243028	0.0179163	0.0189642	0.0226273	0.0103606	0.0212718	0.0295939	0.0221812	0.0170797	0.0273316	0.0177324	0.0210184	0.0322573	0.0247713	0.0229554	0.0187199	0.0240393	0.0156069	0.0233285	0.0161705	0.0112329	0.0155253	0.0238888	0.0280524	0.0194427	0.0265744	
0.015314	0.0168744	0.0218727	0.0192917	0.0192004	0.0254525	0.0322618	0.0168543	0.0230821	0.0106537	0.0148476	0.0131357	0.0377118	0.0177342	0.020539	0.020472	0.0266036	0.0239153	0.0323747	0.0210986	0.0260382	0.0235941	0.0287297	0.0188401	0.010675	0.0133543	0.0181937	0.0277737	0.0176416	0.0142834	0.0296624	0.0267506	0.0278127	0.0197494	0.0242103	0.0244996	0.0147006	0.0186498	0.0180896	0.0110611	0.0178998	0.0161399	0.0103367	0.0314489	0.0200357	0.0302349	0.0149392	0.0153647	
0.0185173	0.0168032	0.0215135	0.0257686	0.0177552	0.0162956	0.0211001	0.0153125	0.0129828	0.0329232	0.0162482	0.0162492	0.024722	0.013666	0.0241897	0.0207909	0.0218437	0.0214889	0.0226707	0.02417	0.0159078	0.0213176	0.0186578	0.0173652	0.028221	0.0136833	0.0245253	0.019376	0.0184912	0.0190041	0.0231917	0.0268738	0.0229577	0.0184847	0.0196841	0.0148755	0.0283493	0.0329736	0.0122125	0.0151944	0.0162633	0.0272076	0.0170705	0.037793	0.0215297	0.0247558	0.0154554	0.0235667	
0.016386	0.0327856	0.0255744	0.0204035	0.033073	0.0151147	0.0276597	0.0145032	0.0115413	0.0149767	0.0250097	0.0195679	0.0131172	0.0203082	0.0218632	0.0258178	0.0357319	0.0153464	0.019709	0.0246163	0.0178147	0.0268107	0.0187299	0.0168531	0.0144446	0.0215402	0.0240361	0.0242335	0.0274506	0.0274198	0.0175518	0.0230187	0.024417	0.0263344	0.0259931	0.0216622	0.0170534	0.0218793	0.0253223	0.017974	0.0182144	0.0159716	0.0138933	0.0191516	0.0143917	0.0155776	0.0135208	0.0156338	
