0.117851	0.0537201	0.148248	0.0664903	0.0602709	0.0994497	0.098736	0.0402723	0.0911584	0.0729987	0.0453806	0.123963	0.192053	0.363773	0.114974	0.0952042	0.0909502	0.173324	0.182707	0.0832563	0.09237	0.113589	0.469735	0.139632	0.183789	0.0673709	0.152218	0.127663	0.112741	0.151608	0.261064	0.331948	0.134219	0.885369	0.0675972	0.221162	0.125957	0.0842007	0.0473597	0.560461	0.129175	0.656689	0.176415	0.239146	0.116913	0.063718	0.154359	0.0406548	0.215046	
0.152636	0.124114	0.0945596	0.130671	0.189104	0.0560562	0.166059	0.206706	0.0727484	0.0679002	0.045293	0.0818224	0.218253	0.0947219	0.428501	0.051022	0.3113	0.3051	0.433743	0.0681415	0.174636	0.173442	0.166257	0.0557877	0.159447	0.12792	0.131184	0.0259166	0.142006	0.262337	0.174064	0.0665538	0.0537636	0.296648	0.150447	0.314102	0.444244	0.0961946	0.0741083	0.308408	0.532853	0.103994	0.0459323	0.0878905	0.393257	0.118606	0.0348472	0.127186	0.357712	
0.0500182	0.0610676	0.0844839	0.0718623	0.0812768	0.128443	0.0412637	0.0730757	0.100687	0.0837634	0.0592965	0.100964	1.68182	0.227998	0.123803	0.131322	0.456179	0.113261	1.71139	0.088504	0.112062	0.37333	0.741791	0.408893	0.352554	0.440167	0.0429908	0.442203	0.346799	0.205651	0.0874936	0.0750467	0.397188	0.84963	0.710791	0.177682	0.115087	0.17454	0.0600847	0.153222	0.0508038	0.0706826	0.0500886	0.505695	0.080276	0.104483	0.0824775	0.062987	0.387403	
57.9417	56.8665	58.3006	58.237	57.9651	57.0993	56.8288	58.1683	57.1055	57.621	57.5858	57.3854	0.115795	0.0742598	0.0493946	0.132397	0.0684365	0.148951	0.0834745	0.0337719	0.0677282	0.0724374	0.0308365	0.0560814	0.103684	0.0673752	0.0733235	0.106356	0.0584314	0.0404103	0.0754095	0.0393951	0.107265	0.0676928	0.0888715	0.0999905	0.103065	0.094674	0.123743	0.0349929	0.114233	0.228728	0.124003	0.111403	0.323842	0.164224	0.0923351	0.0729822	0.0339385	
0.0849231	0.0922605	0.0750099	0.112499	0.0800181	0.0866346	0.0781049	0.160825	0.0880263	0.147726	0.163456	0.0502858	0.181889	0.18188	0.170818	0.733565	0.233356	0.799498	0.648072	1.84913	0.0730247	0.594503	0.408424	0.160283	0.700299	0.998269	0.523802	0.868389	0.328585	0.296681	0.420085	0.175724	0.262748	0.247423	0.24013	1.04543	0.988245	0.103126	0.207481	0.0960333	0.1275	0.094681	0.179588	0.104679	0.0806361	0.121689	0.171548	0.175379	0.0999115	
0.0775509	0.208116	0.207332	0.12811	0.111706	0.0956835	0.418376	0.155541	0.241891	0.0754969	0.115769	0.0971097	0.0870758	0.110134	0.126093	0.0789295	0.0711497	0.0493874	0.103039	0.140729	0.0430831	0.0457043	0.0808161	0.0904099	0.134053	0.0559489	0.085084	0.0574962	0.0696952	0.0773329	0.130052	0.0622516	0.0986361	0.106511	0.222971	0.0564366	0.0980199	30.7416	33.24	33.0342	31.8382	32.7438	31.2429	30.9154	30.6247	22.6106	31.9987	28.7633	31.1569	
0.0661306	0.0800098	0.102736	0.0713751	0.0696779	0.0952665	0.120057	0.0450399	0.0670531	0.0531319	0.0691114	0.0672456	0.159519	0.0965907	0.127941	0.525235	0.118141	0.083967	0.536549	0.325626	0.169699	1.26884	0.0874819	0.175068	0.120287	0.264365	0.132304	0.136571	0.208944	0.644764	0.058306	0.209103	0.198988	0.300739	0.131947	0.153419	0.179883	0.035568	0.0307696	0.0500543	0.269022	0.228967	0.203818	0.0730425	0.0648857	0.111764	0.269766	0.165145	0.112136	
0.00836536	0.0350546	0.000310455	0.00589733	0.00590785	0.00223719	0.00309138	0.00105619	0.0282783	0.00521186	0.00714977	0.0432819	0.0085391	0.00334898	0.0431583	0.380824	0.0651041	0.0646079	0.147946	0.136863	0.0123153	0.0583755	0.0635943	0.194405	0.00383507	0.0140757	0.0106165	0.0145279	0.00517495	0.00489352	0.00910817	0.00157573	0.0346917	0.0191323	0.0188376	0.238551	0.0214793	0.0194829	0.0053322	0.00729781	0.0165798	0.0180738	0.0130592	0.0202887	0.195593	0.00929173	0.0110444	0.00886619	0.0247002	
0.0223944	0.0305951	0.0069429	0.0420264	0.0487322	0.0598962	0.0438241	0.00353913	0.0292082	0.0405502	0.0197122	0.0149284	0.552965	0.465354	0.0147027	0.0431613	0.152843	0.190967	0.182959	0.0155526	0.107335	0.105382	0.106934	0.120801	0.0593756	0.0502206	0.0801696	0.11561	0.102096	0.067893	0.0469283	0.0414488	0.00937952	0.0434133	0.00693953	0.0891151	0.042535	0.0100916	0.0415295	0.0346446	0.00794103	0.0238754	0.0357939	0.0937269	0.0229932	0.0352865	0.0301546	0.0159973	0.0163624	
0.0596811	0.0646667	0.024938	0.00679909	0.021847	0.0210849	0.045901	0.0285643	0.09965	0.0128174	0.0261472	0.0290626	0.0262632	1.02341	0.0494144	0.0860017	0.0575694	0.0155653	0.193781	0.0367524	0.0454864	0.345361	0.555853	0.295961	0.152925	0.0529503	0.103555	0.0449526	0.0675523	0.0662051	0.0539544	0.0730784	0.227646	0.619141	0.0626878	0.0898326	0.0199171	0.0307057	0.0192964	0.0225681	0.0112092	0.0550094	0.0495439	0.0199509	0.00930631	0.0301335	0.0448161	0.0187957	0.174587	
