0.0209712	0.00820509	0.00367735	0.0181734	0.0113349	0.0383101	0.0203025	0.0043446	0.108653	0.0924769	0.00476861	0.0141725	0.00597178	0.0075631	0.00206205	0.0430927	0.0118181	0.037709	0.00676171	0.0155196	0.00415529	0.017302	0.0371547	0.00813984	0.00183513	0.0197466	0.00714129	0.020792	0.0133524	0.0134173	0.00253849	0.00753283	0.0106244	
0.000501797	0.0113681	0.0025915	0.00089768	0.0053478	0.00018688	0.0042241	0.00138475	0.0137963	0.000308394	0.000131942	0.000743171	0.00470197	0.000780606	0.0017268	0.000277525	9.64225e-05	8.28133e-06	0.0122876	0.0018565	0.00578448	0.00137853	0.0321421	0.000536242	7.11273e-05	5.23076e-05	0.000278507	0.000864913	0.00232532	2.53265e-05	1.95364e-06	0.000199595	0.00210042	
0.0257291	0.013028	0.00734207	0.00243818	0.012118	0.00997197	0.0190757	0.00403703	0.000903544	0.0250735	0.00952001	0.00542558	0.0376078	0.0603973	0.0169049	0.00817611	0.00641231	0.0268007	0.00423738	0.00227386	0.0641506	0.0125578	0.00168445	0.000583064	0.0114106	0.00957265	0.0318104	0.0122313	0.00121245	0.00482332	0.0170037	0.0146454	0.0132381	
58.1316	57.557	58.579	58.8385	58.0331	57.5082	58.7114	58.9089	0.0948328	0.0941856	0.154686	0.0793915	0.0979089	0.0846878	0.114696	0.117106	0.121338	0.141381	0.125441	0.119868	0.0885961	0.068614	0.107252	0.116191	0.182376	0.193368	0.13001	0.107028	0.130009	0.10235	0.0891222	0.0686149	0.0689749	
6.76208e-05	0.00081287	0.00543211	0.00303722	0.0113707	1.52852e-05	0.00267215	0.0067203	0.000544596	0.00101205	0.00762303	0.000924276	0.000730259	0.0193494	0.0145583	0.00224256	0.00497688	0.000377236	0.0025835	0.00363667	0.0126053	0.00260971	0.0133111	0.000684427	0.00746834	0.00410934	0.00775956	0.0030691	0.00773084	0.000576771	0.0147355	0.00515787	0.00080655	
0.105587	0.0872462	0.10316	0.132197	0.113046	0.118601	0.0800195	0.0970685	0.141031	0.09482	0.104231	0.0903732	0.0965293	0.123093	0.143032	0.0884304	0.10072	0.103166	0.0736125	0.0899876	0.105738	0.123135	0.0895068	0.131831	0.117396	58.1215	58.6675	58.0204	57.9722	59.3856	58.2104	58.8694	57.5995	
0.0183795	0.00490296	0.00612093	0.00208321	0.00383458	0.00685348	0.00482931	0.0142195	0.00207254	0.00248338	0.00322424	0.0127592	0.0110914	0.0051254	0.00827263	0.0118426	0.00260816	0.0117466	0.0636008	0.00115344	0.00513334	0.0234189	0.000482759	0.00985935	0.00191782	0.0305708	0.00600926	0.00100061	0.0207666	0.00815545	0.0108068	0.00740948	0.0245311	
0.00433646	0.000118117	0.00400527	0.000466522	0.0161897	0.012083	0.00362231	0.0223847	0.000625362	0.00207681	0.0216411	0.0284831	0.00311251	0.000705039	0.000361962	0.00190275	0.00142036	0.007992	0.00517698	0.000737243	0.00484476	0.00923637	0.0055456	0.00698997	0.000900958	0.00321971	0.0245332	0.0110479	0.014373	0.00263883	0.00776851	0.00510616	0.00560824	
0.000177786	0.00513555	0.000103371	0.00345711	1.82853e-05	0.00621937	0.00136367	0.000491294	0.000261562	0.00136568	0.024068	0.00194048	0.00727391	0.00801456	0.0324195	0.00872293	0.00386911	0.00349969	0.00559133	6.47158e-05	0.0113991	0.00580096	0.00244494	0.000149675	0.0141927	0.00140233	0.000759848	0.0051694	0.0809188	0.00189571	0.0255352	0.00170175	0.00470471	
0.000242249	0.00585389	0.000174334	0.000315027	0.000493747	0.000122049	9.47814e-06	1.58314e-07	0.000519587	5.60215e-06	0.00029414	8.42034e-05	3.57516e-09	0.000578313	0.00011889	0.000866757	0.00108114	0.00273467	6.38905e-11	0.0177202	1.69743e-08	7.89456e-09	2.67508e-10	0.000961993	3.16294e-05	6.59166e-05	0.000167149	5.2419e-09	9.16135e-05	0.000292649	7.17449e-05	1.06502e-06	0.00100852	
0.012074	0.000339015	0.00357733	0.00942852	0.00039655	0.0210831	0.0158644	0.000735351	0.0073841	0.000338834	0.07501	0.00439642	0.0114997	0.00209524	0.0864069	0.00204167	0.0299624	0.00239694	0.0111029	0.000825769	0.000865783	0.00348732	0.00177885	0.00240011	0.0217253	0.00514244	0.0132252	0.003769	0.00236403	0.000695394	0.0190399	0.00265397	0.00614768	
0.0400739	0.0108998	0.00244305	0.0343117	0.00472164	0.00254807	0.00645827	0.00448069	0.0207841	0.00346308	0.00113811	0.00246174	0.0164556	0.0132244	0.0703679	0.00294865	0.000686777	0.11801	0.025078	0.0498064	0.0135556	0.008773	0.0140294	0.0202498	0.0124504	0.0154403	0.0119221	0.0637355	0.0201321	0.0031826	0.00686105	0.0086649	0.0165951	
0.174267	0.184681	0.173383	0.157986	0.176655	0.145738	0.177763	0.141548	119.71	117.94	118.412	118.915	118.399	118.255	118.301	118.822	111.528	118.938	117.835	117.485	118.162	116.827	117.606	118.394	117.566	0.137596	0.182998	0.231956	0.188449	0.148674	0.174003	0.190661	0.175282	
0.00101036	0.0064094	0.00203734	1.96837e-05	0.00148383	0.00174886	0.00706788	5.70515e-06	0.00792562	1.32569e-09	0.01068	0.00276674	0.000619343	4.47225e-08	0.00107815	0.000883406	0.00348194	3.03349e-10	0.000577269	2.18239e-05	0.00265247	9.05347e-06	0.0762183	3.00341e-07	4.63752e-09	6.53309e-05	0.000134515	2.85428e-06	1.80905e-05	2.36034e-05	3.52077e-05	9.79112e-07	0.000460801	
0.000116472	2.55952e-05	0.000508821	6.0987e-07	0.001333	0.000352741	0.00256241	1.45869e-05	0.000468663	2.68221e-06	0.00206146	0.00641901	0.000292325	0.000476219	0.000552406	2.71318e-05	0.000807982	0.000893348	1.87596e-06	1.1152e-05	4.66335e-05	0.0528127	0.000149038	8.4988e-07	0.0154076	0.000205979	2.62336e-05	0.0157866	0.00980579	0.0018202	0.0248197	0.0012228	1.05178e-05	
1.36714e-05	1.08313e-07	1.3868e-05	0.000561298	0.000293195	0.00249057	9.66083e-07	3.99792e-06	0.00776171	0.000973179	0.0159598	0.000279387	0.000337114	0.00164412	0.000607078	0.000368259	2.78438e-05	0.00311932	0.000644101	0.000213983	1.83719e-06	9.36962e-05	0.000589115	0.00117537	3.40088e-05	0.0181511	0.00222471	0.000628411	3.25495e-05	0.00327994	0.00685712	0.00866088	0.000911718	
0.0276471	0.0364585	0.0244166	0.0134318	0.0254168	0.0246751	0.0276664	0.0221212	0.142855	0.024604	0.057341	0.0144729	0.262247	0.187281	0.232646	0.856102	6.23954	0.0486051	0.0203641	0.828547	0.645468	0.63046	0.0425932	0.0245703	0.393051	0.0152719	0.018421	0.0373794	0.0348399	0.0155429	0.0094697	0.0224328	0.0104624	
3.15204e-11	0.00189692	2.39568e-05	7.91385e-10	1.15419e-05	4.22219e-07	1.98161e-08	0.00122577	9.81373e-06	0.00111301	1.25769e-06	0.0103579	0.00106513	0.00182908	2.43053e-06	0.000798721	9.4592e-10	4.66773e-06	9.53835e-08	0.000100327	0.00029034	6.3881e-05	0.00147316	4.18633e-14	0.0493025	6.21588e-06	9.69754e-08	2.83694e-06	9.19924e-08	0.000818686	2.5109e-05	0.000974247	2.0675e-05	
0.0158133	0.0105188	0.0103716	0.0255509	0.0198527	0.0139393	0.00970011	0.0223984	0.0122032	0.0156056	0.0206543	0.0287979	0.0199994	0.0125787	0.0232045	0.0104627	0.0369737	0.0411119	0.0115252	0.0247123	0.0304902	0.0220579	0.0106393	0.0558129	0.0330634	0.0222926	0.0402968	0.0605707	0.114815	0.01881	0.190883	0.0544467	0.380418	
0.00167958	0.00371772	0.00170483	0.00306932	0.00838061	0.00326021	0.000272164	0.00386349	0.0018885	0.00420167	0.00467082	0.0285378	0.00184118	0.000194322	0.00315426	0.00112815	0.0035168	0.00043933	0.00093883	0.00334465	0.0128599	0.0189478	6.47131e-05	0.0147074	0.0161922	0.0139119	0.000854145	0.00433222	0.00324685	0.00376308	0.000957102	0.000747578	0.00090526	
