0.0191961	0.0186962	0.0304442	0.0242697	0.00204324	0.0243135	0.00859499	0.0103859	0.0295003	0.0136733	0.00613034	0.0354107	0.00972664	0.0140752	0.0329431	0.022971	0.00332796	0.0268793	0.0157739	0.0164336	0.00771633	0.00214085	0.020198	0.0304136	0.0226323	0.00831646	0.00716394	0.0190411	0.00742476	0.0102666	0.00547361	0.00881605	
0.0015817	0.00302939	0.00663297	0.0269753	0.00480843	0.0483241	0.0121441	0.00675468	0.001557	0.012652	0.0018719	0.0710905	8.408e-05	0.00212841	0.0161151	0.0508106	0.00536613	0.00816966	0.0199452	0.000726528	0.00406402	0.0111138	0.00780227	0.0296476	0.00845986	0.00294933	0.0149691	0.0147213	0.00241676	0.0145176	0.00255028	0.00282255	
0.000336608	0.00046001	0.00403233	0.0187761	0.00591368	7.45786e-05	0.00222746	0.00412176	0.000749703	0.00180257	0.0010651	0.000644365	0.00104154	0.00536517	0.00723274	0.000669107	0.000136009	0.000680368	0.0114781	0.000638255	0.00548205	0.00341071	0.000415629	0.0349942	0.00160045	9.928e-05	0.00863918	0.00563388	6.60268e-05	0.00165952	0.0125974	0.00220236	
58.4585	58.7374	58.7806	59.1449	58.4712	58.3186	58.0327	59.0992	0.0551758	0.0852831	0.0844129	0.0894139	0.0658377	0.0734079	0.0764625	0.0422492	0.132443	0.0411766	0.054799	0.0561212	0.0482666	0.0621413	0.07843	0.0589722	0.039729	0.0537572	0.0904213	0.0548247	0.062726	0.0505051	0.0529785	0.0690745	
1e-15	1e-15	1e-15	1e-15	1.78931e-12	0.008391	1.37836e-08	1e-15	3.5088e-13	1.1922e-07	4.50168e-09	1e-15	1.37109e-06	1.04217e-15	1e-15	1e-15	1e-15	1e-15	1e-15	5.18235e-06	1e-15	5.09113e-14	2.58068e-11	8.34359e-07	1e-15	1.18609e-15	1e-15	1.19168e-15	1.83563e-11	1e-15	1e-15	6.69389e-14	
0.103184	0.0890334	0.124526	0.0697333	0.0668154	0.0858283	0.0685348	0.109624	0.127996	0.110657	0.0892259	0.102287	0.0784079	0.115212	0.108252	0.0615451	0.108387	0.118052	0.100772	0.102387	0.102699	0.107796	0.093569	0.142579	58.1733	58.8363	59.4091	58.5524	58.3367	59.0017	57.7455	58.6003	
0.00492262	0.0245629	0.00455213	0.00443731	0.00366129	0.0203142	0.00240776	0.016443	0.0619023	0.00966835	0.0030454	0.0010116	0.0102893	0.0113452	0.00063769	0.0053392	0.004911	0.0043843	0.0293617	0.00396472	0.0151476	0.0116299	0.00816694	0.00824505	0.00093839	0.0044149	0.00685725	0.00899434	0.0167095	0.00159692	0.00128149	0.00232913	
0.00257746	0.00202968	0.000116574	0.00228003	0.00135057	0.00365248	0.00132331	0.00241532	0.0174111	0.00133569	0.00029197	0.0040494	0.00959507	0.00108669	0.00161355	0.00204798	0.0017875	0.0442491	0.0104152	0.0104892	0.00288284	0.00574784	0.0221683	0.0420784	0.00943813	0.0145014	0.000715019	0.00160009	0.029741	0.0123808	0.0138592	0.0131754	
0.0024223	0.00110004	1.09308e-05	0.00166942	0.000119624	9.31062e-05	0.000647527	0.00153043	0.00616217	0.00024142	0.0125953	0.00198074	0.0145315	0.000372814	0.00147608	0.00453803	0.000189609	0.0045869	0.000190835	0.00130939	0.00929333	0.00228198	2.63149e-05	0.00202591	0.00667686	0.000143553	0.0003737	0.00383575	0.00298759	0.00124098	0.000504597	0.00396076	
0.000133364	0.00521414	0.00203171	0.000106503	0.000360894	0.00292981	0.000179281	0.000991626	1.7837e-06	4.4459e-06	0.000994174	0.00064778	0.000511021	0.000919182	0.0037439	0.000144277	0.00236136	0.00227426	0.000145259	0.000947377	8.11423e-06	0.00012207	0.0151029	1.4402e-05	0.00176457	7.27364e-06	0.000618318	0.000464004	1.81591e-06	0.00490641	0.00347946	0.00180705	
