0.00174047	0.0100292	0.00858485	0.001254	0.00860739	0.00206873	0.00877974	0.0160012	0.0144855	0.00177698	0.0228187	0.00525901	0.022961	0.0214428	0.000669153	0.0107833	0.0760148	0.0302253	0.0180077	0.0544119	0.0130125	0.00422423	0.00532072	0.00618823	0.0102359	0.0140353	0.00184826	0.00421837	0.00533151	0.00590006	0.000674775	0.00333758	0.000863463	0.020446	0.000151124	0.00154819	0.0235672	0.00207187	0.0097103	0.00125512	0.00351698	0.0295913	0.000920328	0.00751967	0.00885225	0.0183416	0.00330035	0.00223604	0.00405956	0.00340196	0.00747202	0.026358	0.00338786	0.00135604	0.00524967	0.00629377	0.00105866	0.0014208	0.00484159	0.00105476	
5.34883e-05	0.00883328	3.25619e-05	4.06657e-05	0.00246389	0.00320513	0.000817419	7.6759e-07	0.000278469	0.00157142	0.00625191	9.83479e-05	0.00140382	0.00109684	0.000888468	0.0147603	0.00825818	0.00164559	0.0119624	3.23166e-05	0.000565328	0.000345805	0.000503441	0.0287358	0.00609743	2.11656e-05	0.000275572	0.00033664	0.0019477	0.00102617	1.79305e-06	0.00110249	0.0092931	0.0163293	0.0629877	6.30199e-07	7.64161e-05	0.00188967	0.00076517	0.0121211	0.000668453	0.000483735	4.02707e-05	0.0331531	0.000816804	0.000684899	8.75808e-05	0.00117863	0.00105474	0.00012754	0.00108018	0.00177534	0.000434521	7.48045e-06	0.00717816	7.23945e-05	0.000148566	2.48701e-05	0.0158128	0.00298205	
0.00375213	0.00452068	0.000966822	0.00172874	0.00250609	0.0227522	0.000325875	0.00146112	0.00205994	0.000784881	0.000448483	0.0102339	0.0039837	2.87687e-05	0.000593336	0.00342528	0.000254971	0.0167326	0.000386563	0.00144026	0.00152844	6.61745e-05	0.00116333	0.000588779	0.00135939	0.000160286	0.0161896	7.62642e-06	0.00355927	0.000171488	0.017804	6.67309e-06	0.000157919	3.23806e-06	0.00136959	0.00366778	0.000133097	1.87353e-05	0.0054043	0.0031822	0.00221664	2.48802e-05	0.00127246	0.000995234	0.00028725	0.000832402	0.000141034	0.00740262	0.00491444	0.00220958	0.000788943	0.00139997	7.5392e-06	0.00770785	0.000430781	0.000490741	0.00374416	0.00735762	0.000422867	0.000426074	
57.9667	58.2171	58.5684	57.459	58.8185	58.1205	58.6687	58.2592	58.1197	58.6057	58.3803	58.7215	58.8418	58.6945	58.2642	0.0506673	0.0412724	0.0396634	0.0835488	0.0560072	0.0465487	0.08098	0.0557668	0.038851	0.0915336	0.0744106	0.0420115	0.08112	0.0861439	0.0597766	0.0683105	0.0360774	0.0477642	0.0505775	0.0343185	0.112059	0.0507793	0.0678432	0.0620221	0.0505647	0.0879947	0.078402	0.0652674	0.091095	0.0677136	0.048924	0.035489	0.0597584	0.0358564	0.0559139	0.0853986	0.0601294	0.0518981	0.0582781	0.0445866	0.0533047	0.0294035	0.070345	0.0555287	0.0822647	
7.48132e-06	0.00882692	0.00151647	0.000663365	9.90691e-05	1.22126e-06	0.00239741	0.000326177	6.01311e-05	3.0047e-05	0.00383529	0.00226065	9.62777e-08	0.000204574	0.000554228	0.00157881	0.00626005	0.000807885	0.00286622	1.66112e-06	0.000938415	2.251e-06	0.0032896	0.000137483	2.34808e-05	0.000111979	4.80156e-06	0.00567697	7.59446e-06	0.00171303	0.000470416	0.000242399	3.98776e-05	0.00016581	0.00111813	0.00117829	0.000959801	0.000101302	9.24859e-05	1.36468e-06	0.000876904	0.00396705	9.78888e-05	3.37658e-05	0.000564871	0.0223762	0.00139449	1.31531e-05	0.000134155	0.0018185	0.00120644	0.0240918	0.00638725	0.00843896	0.000924448	0.00165117	0.000279287	0.000374951	1.28579e-05	0.0147206	
0.117385	0.0796042	0.0996182	0.122109	0.0854519	0.0917669	0.0852158	0.0700411	0.0943937	0.104087	0.12915	0.0840543	0.107689	0.0908935	0.127555	0.114027	0.116291	0.0880843	0.10614	0.110432	0.102848	0.10954	0.0991097	0.144749	0.101291	0.0787174	0.0918837	0.0641143	0.0964018	0.12143	0.0640434	0.158227	0.0806483	0.108999	0.086159	0.0835762	0.165371	0.101918	0.10593	0.122775	0.113584	0.0982661	0.173371	0.136381	0.139246	58.4895	58.9772	58.1038	58.3685	59.3151	58.4863	59.078	57.9663	57.7659	59.1173	58.0794	58.3967	59.4663	58.0353	58.1818	
0.00427656	0.00110189	0.000797178	0.000847031	0.00122371	5.00509e-05	0.010172	0.00552252	0.00936685	0.00066634	0.00292021	0.0115033	0.00164285	0.0037397	0.00130858	0.000668444	0.000496606	0.00195546	0.0199172	0.00614776	0.00615988	0.00198796	0.000823157	0.00353533	0.00855972	0.000543512	0.00373567	0.0464218	0.000905876	0.000300325	0.0221207	3.86376e-06	0.0044025	0.010262	0.00629602	0.0123474	0.0204681	0.00635812	0.0387884	0.00419353	0.00337601	0.000890477	0.00483652	0.00215561	0.00227928	0.00615509	0.012959	0.00530682	0.00498806	0.0031338	0.0234403	0.0163448	0.00135041	0.000413277	0.000695201	0.0120192	0.00859523	0.00674939	0.0105144	0.00564302	
0.00685305	1.11612e-07	6.73827e-07	0.00301895	0.00583976	0.00126955	4.35474e-06	2.90688e-12	0.00327184	4.00499e-07	0.000267567	5.03242e-05	0.000170068	0.0367444	0.00148789	0.00020594	1.12859e-06	0.00247938	1.1531e-06	3.56606e-06	0.0012887	0.00147935	0.0038576	2.97559e-05	5.49583e-05	0.000504156	0.000871828	0.00247983	6.25061e-06	0.00322165	0.000137479	0.000302336	1.65893e-05	0.000115338	0.00328762	1.02719e-05	0.000315275	7.64763e-06	6.49429e-05	1.26805e-06	0.0175364	0.0150742	4.36364e-05	0.000379755	0.000213835	0.000699806	2.89364e-05	2.55265e-06	3.34044e-07	0.000108796	8.37117e-05	1.51722e-05	0.00899603	3.22515e-05	0.00101536	0.00793107	0.000290371	2.39291e-09	0.000144542	0.000288773	
0.000382599	0.00509622	0.00343646	0.0102931	0.000643882	0.000543438	0.0181046	0.00143874	0.0174255	0.00284137	0.00205246	0.0164279	0.0160171	0.0019366	0.000121228	0.00290864	0.00299929	0.00221953	0.0107318	0.00121899	0.0115732	0.0121966	0.00107619	0.00010298	0.000306035	0.00230377	0.00174716	9.7496e-05	0.000126908	0.000842095	0.000340108	0.00097517	0.000574466	3.91144e-05	0.00373128	0.000395285	0.000870537	0.0036474	0.00143684	0.0356329	0.000481693	0.00582289	0.00727392	2.52935e-05	0.0533042	0.000347139	0.00610302	0.00110488	0.000333261	0.0027505	0.00168638	0.0012171	0.00258923	0.00016084	0.00420102	0.00491281	6.54635e-05	0.00195285	0.00049119	0.00389595	
0.00621527	0.00092173	1.61996e-06	0.000675443	5.42407e-08	0.00022034	0.0020055	0.000226146	1.23051e-08	6.44042e-06	0.000191271	3.53015e-05	5.13276e-05	5.91664e-06	7.23186e-05	0.000263008	0.000713142	6.61762e-06	6.64927e-09	0.00149826	4.6021e-07	2.56691e-06	4.09206e-06	1e-15	0.000848861	7.53226e-08	0.00178702	1.16947e-06	1.55128e-10	0.000342439	3.26297e-08	0.000700486	0.000173852	0.000257618	0.00161159	0.00244462	0.000110607	0.00448749	1.41439e-10	9.43956e-07	0.00206664	0.000914805	2.36695e-05	1.28052e-08	2.4384e-07	4.03575e-05	0.00434474	0.000615233	0.002061	0.0113765	0.000414737	0.000404338	1.0868e-06	1.13549e-06	0.000438163	1.46737e-08	4.8086e-08	3.06243e-15	5.23918e-05	8.60684e-06	
0.00408108	0.000791733	0.00338739	0.00202142	0.00025646	0.000125247	0.0224056	3.95066e-05	0.00366144	0.00385034	0.00567888	1.02161e-06	0.0225761	7.44718e-05	0.0010355	5.33457e-06	0.00105129	0.000126016	0.0101766	0.0342865	0.0394332	0.000441201	0.00255222	0.000167215	0.00303777	8.06465e-05	0.000224097	0.00463595	0.0100932	0.000568507	0.00770162	0.00725163	0.00640791	0.00610538	0.00480929	0.0116797	0.000266586	4.2885e-05	0.0143737	0.00577065	0.000656685	0.0151457	0.0121946	0.00417521	0.000295981	0.00210605	0.00279287	2.37419e-05	0.0054231	0.00567583	1.19805e-05	0.00393306	0.00375615	0.000641641	0.0010359	0.00785629	3.99964e-05	0.00255947	0.0026837	0.00012167	
0.00020354	0.000822304	0.00211619	3.88538e-05	3.93721e-05	0.000459049	0.00024207	0.000179035	1.05178e-05	6.01196e-05	0.000320571	0.00159479	0.00530498	0.00114495	1.04929e-09	0.00434059	0.000837875	0.00659838	0.000432032	0.0076663	0.000520697	1.20492e-12	0.00222904	2.26083e-05	0.000463716	5.43302e-05	3.43733e-05	0.00165919	0.00340659	0.000217279	0.00256505	0.00108621	1.67463e-05	0.00285583	0.000115198	0.000187842	0.000540288	0.00210953	2.05511e-05	0.000132588	4.23556e-05	5.76106e-06	0.00100771	0.00189127	0.000390942	5.75374e-05	0.00104647	0.0019655	0.0081694	0.00379952	0.000278236	0.00205438	0.000913035	0.00068594	4.02692e-05	0.000112848	4.45888e-06	4.88722e-05	0.00168393	0.00532209	
0.197586	0.266788	0.196838	0.241082	0.272507	0.272004	0.315964	0.317271	0.278476	0.225862	0.274322	0.222749	0.307793	0.328038	0.327321	118.004	118.795	119.397	119.335	119.105	118.977	118.741	118.845	119.207	118.436	119.264	120.431	118.983	117.299	118.536	119.953	119.011	118.928	118.181	118.957	119.698	117.817	119.64	117.969	120.051	119.011	118.221	118.196	119.087	119.263	0.238885	0.296937	0.327146	0.285704	0.296111	0.371698	0.261385	0.28598	0.286873	0.272271	0.244425	0.285691	0.314046	0.380624	0.31761	
