9.66696e-05	0.00100072	7.76877e-07	0.00100959	0.00524707	0.011817	0.043613	0.00175816	0.000470116	0.00770526	0.00795354	0.00241396	0.00910693	0.00298545	0.00606303	0.00213323	0.00278425	0.0135346	0.00075856	0.0012668	0.00816544	0.000272067	0.0213873	0.0262475	0.0106786	0.00864928	0.00250709	0.00184268	8.50643e-05	0.0693382	0.00703871	0.00663775	0.00430178	0.0020383	0.00124832	0.00155358	0.000413541	0.00439674	0.000319475	0.00415457	0.00101128	0.00455157	0.00166651	0.000146683	0.00176545	0.000880819	0.00642139	0.000134775	0.00238595	0.00193786	0.00532404	0.00212854	
0.00189466	0.00171859	0.00369408	0.00524208	0.00626397	0.00672143	0.00359459	0.00549157	0.00354279	0.00692331	0.00779693	0.00378322	0.00544502	0.0516671	0.0031346	0.00942443	0.0044018	0.00067475	0.00519172	0.023745	0.00337595	0.00204488	0.019887	0.00579169	0.012027	0.00165806	0.000952224	0.00514306	0.0126069	0.00410851	0.00136338	0.0223339	0.00847963	0.0806535	0.00225458	0.000696294	0.00567539	0.0144816	0.00135681	0.00106609	0.00379701	0.00583142	0.00536869	0.00472668	0.00713928	0.00731524	0.0126747	0.00213615	0.00223609	0.00176082	0.00249137	0.0122193	
0.00734898	0.00287149	0.00100216	0.00516109	0.00794906	0.00265887	0.0109574	0.00189401	0.00644363	0.00345397	0.00651238	0.00927752	0.0023537	0.000695478	0.00247969	0.00393676	0.00108329	0.0210402	0.00477348	0.0684208	0.00424497	0.00124416	0.00593135	0.00192638	0.00140238	0.00720101	0.013139	0.0346363	0.0181872	0.100413	0.00615576	0.0142273	0.032289	0.0181342	0.00814567	0.00144006	0.0472698	0.0158517	0.0167225	0.00310828	0.00867559	0.00539935	0.0199223	0.00370712	0.00519064	0.00758004	0.000381118	0.00521106	0.00165795	0.0104454	0.00263607	0.00275636	
58.1122	57.8774	59.3496	57.6325	59.4502	57.5504	57.4027	57.9165	58.7249	58.2849	58.2739	58.6309	58.3863	0.0473155	0.0756789	0.0567262	0.0918384	0.0770845	0.0612424	0.124255	0.082397	0.084942	0.0898682	0.0802469	0.116084	0.0850006	0.0777796	0.102386	0.0888374	0.1677	0.10554	0.0987181	0.133144	0.128534	0.106117	0.0990588	0.109688	0.100209	0.0999192	0.118667	0.0759145	0.0849746	0.0680785	0.0955351	0.0782315	0.123534	0.0847942	0.101585	0.0724539	0.099343	0.0955646	0.0971768	
2.04781e-06	1.63961e-07	0.00553517	0.00143349	9.65752e-06	0.000982447	0.0018732	0.00262298	0.000144673	0.000564069	0.000449096	0.000275228	5.97975e-05	1.60707e-07	0.000177784	0.0018256	4.3249e-05	4.3119e-05	0.00106843	0.00121061	0.00876418	0.00180271	0.000976745	0.00137915	0.00387594	0.00444597	0.000347585	0.000102578	0.00267726	6.54816e-05	2.87036e-10	2.78555e-05	1.68082e-06	0.0117679	0.000547504	0.00103901	0.00112098	4.84745e-10	0.0176952	7.81312e-06	0.00403545	0.000597431	7.51396e-07	0.000599911	4.40477e-05	3.27647e-06	0.00219825	2.18001e-08	7.58162e-05	0.00426325	8.66825e-05	0.00701051	
0.0944925	0.123815	0.118645	0.0814599	0.146692	0.0940503	0.0803124	0.103698	0.127358	0.129731	0.126022	0.109873	0.0728003	0.104602	0.0771837	0.180851	0.0909151	0.138788	0.0906899	0.156844	0.103236	0.0791091	0.119732	0.115454	0.150074	0.144875	0.114492	0.0913688	0.134691	0.144002	0.140033	0.131733	0.1296	0.10489	0.0926271	0.0791155	0.0792301	0.13392	0.128578	58.6213	58.6619	59.2247	58.5505	58.3343	58.8741	58.5727	59.1256	58.236	58.3021	60.2033	58.898	57.8728	
0.0128721	0.0001141	3.07562e-05	0.00280328	0.000100298	0.0053843	0.0102649	0.00155262	0.00232846	0.00498639	0.00122432	0.000113563	0.000654025	0.00107275	0.00749989	0.00140931	3.45013e-05	0.0236389	0.109905	0.0007509	0.000277502	0.00192352	0.00056767	0.00306031	0.00274285	0.00465329	0.00021772	0.000267403	0.000288321	0.046143	0.0241651	2.65437e-05	0.0314321	0.000339592	0.000454534	0.0205173	0.000854854	0.00198378	0.0036914	0.00244007	0.00209017	0.00260946	0.022012	5.99064e-05	0.00147315	0.000333035	0.0028615	0.00508661	0.00084139	0.000168338	0.00161801	0.000477766	
0.00915123	0.00604304	0.0123676	0.0244787	0.0128731	0.0108477	0.0138132	0.00648548	0.00778333	0.00534304	0.00961991	0.00346078	0.00254649	0.0700431	0.00982012	0.0576983	0.0309883	0.00993261	0.0572866	0.00179853	0.00164831	0.00658656	0.0041583	0.00286687	0.00388805	0.0113492	0.00460519	0.00278926	0.00937419	0.0149312	0.00225077	0.0277915	0.0531949	0.0155928	0.00219838	0.0309147	0.00394472	0.0316748	0.00406975	0.00318844	0.0183308	0.00527683	0.0120844	0.0032704	0.00759587	0.0106603	0.00495582	0.0054989	0.00368437	0.00764499	0.00251257	0.0146305	
1.63267e-06	2.17768e-09	4.28759e-12	1.60055e-07	5.37219e-05	0.00320093	0.00257571	0.000259939	0.000611334	1.81812e-10	0.00347284	0.000449791	1.06878e-08	0.0326381	0.000640712	0.067468	8.13728e-08	6.26805e-05	0.00206534	1.02774e-06	1.87371e-05	5.27557e-05	0.0396709	0.000124116	1.31578e-05	6.33463e-06	1.44353e-05	9.80124e-05	0.00221235	4.17769e-05	0.00134759	0.000690283	0.000168252	3.62015e-10	4.80228e-08	0.00728513	4.3381e-06	3.17473e-10	0.000161756	0.000127952	0.00165137	9.17378e-06	3.21515e-07	1.05067e-05	0.0129319	2.78948e-08	9.13474e-07	6.63907e-11	4.68496e-08	0.0068133	2.23651e-06	1.13262e-05	
0.000648882	8.20489e-06	0.00295749	0.000703442	2.98691e-08	8.73381e-08	9.54887e-06	1.46049e-05	0.00342392	3.30193e-10	0.000219697	1.40149e-05	1.20193e-06	1.44372e-05	7.2139e-05	0.000256941	5.85547e-05	0.000188762	0.00081325	9.74134e-06	0.00219015	0.00011727	4.58114e-10	0.00161907	1.28898e-09	0.000438358	0.000120707	2.48644e-06	0.00188513	8.49251e-08	0.000494225	3.81816e-09	0.00276759	1.44531e-07	0.000274886	1.32304e-11	0.00262875	3.7245e-05	2.14896e-14	0.000757248	0.00051056	4.85534e-06	0.000139729	0.000172135	2.85812e-09	2.30663e-12	4.83949e-10	1.12883e-06	1e-15	1.47244e-07	2.30947e-05	0.000134346	
