0.0124557	0.00986262	0.0302727	0.0181175	0.00452439	0.0114761	0.0096242	0.0185532	0.013298	0.0459794	0.0155922	0.0218721	0.00688552	0.00820717	0.00760429	0.0420524	0.0208281	0.00780893	0.0286291	0.0205235	0.00342117	0.00943429	0.0397467	0.085345	0.12135	0.0150065	0.00779722	0.00711599	0.0347398	0.0122797	0.0111166	0.012012	0.046849	0.0167976	0.0755656	0.0176442	0.0153856	0.0914605	0.011033	0.0219267	0.150015	0.0896178	0.0500278	0.0165426	0.00982853	0.0307477	0.0250201	0.0273019	0.00702452	0.00617469	0.017066	0.035592	0.0139711	0.0287015	0.0161908	0.00381564	0.00679483	
0.000188956	0.0058317	0.00396333	0.0120153	0.00252402	0.00726283	0.000941511	0.000226916	0.00118779	0.0338513	0.011551	0.000977251	0.00179902	0.00253021	0.00692277	0.00177159	2.73405e-05	0.0131005	0.000769644	1.94585e-05	0.00163244	0.0367291	0.0388536	0.00819516	0.024205	0.000540454	0.000680519	0.00293514	0.00141117	0.00424853	0.0038488	0.0257285	0.150685	0.000425952	0.00473258	3.51932e-05	0.00149391	0.0155548	0.0119436	0.000338986	0.00420845	0.02727	0.00141011	0.0109071	0.00104394	0.00231846	0.00103111	0.0006115	0.00556267	9.67788e-05	0.000113686	0.00193539	0.00228493	0.00338139	0.014404	0.003065	0.00218455	
0.021898	0.00416973	0.00472218	0.0022503	0.0190908	0.000762259	0.00243353	0.00375625	0.00436544	0.0194938	0.0115637	0.000402042	0.000725606	0.0190049	0.000353119	0.0274969	0.00131682	0.0275789	0.00281018	0.0557103	0.00411321	0.00390034	0.000958972	0.00121922	0.0161616	0.0180776	0.00213525	0.00149904	0.010049	0.00102266	0.00548765	0.000770741	0.0016044	0.00296272	0.00337656	0.000305	0.00170173	0.00157965	0.0135384	0.00744963	0.00384211	0.0132831	0.00196749	0.0125967	0.00575525	0.0209655	0.00650054	0.00187492	0.0012852	0.00953343	5.8709e-05	0.00114945	0.0046728	0.0029903	0.0109764	0.000576085	0.000469598	
59.804	58.561	59.9656	59.5943	58.0986	59.1413	59.3737	59.3636	58.6174	58.174	57.9111	59.169	57.9745	58.2391	0.0524424	0.0440013	0.0846488	0.0676187	0.0507408	0.0719253	0.0883153	0.0656698	0.0629962	0.0798343	0.0730547	0.0467153	0.067402	0.0577346	0.0557114	0.0391951	0.0796931	0.0559167	0.0499738	0.0437503	0.056475	0.0951394	0.0323704	0.0791997	0.0564014	0.0906438	0.0679667	0.0751814	0.0712204	0.0697964	0.0512344	0.0612358	0.107344	0.107396	0.089069	0.0622177	0.0557245	0.0635111	0.0619669	0.0779315	0.0588349	0.044887	0.0612449	
5.66512e-06	0.00484978	3.44611e-05	7.52261e-05	8.56757e-07	0.000426987	0.00053082	3.17142e-06	6.4906e-05	8.19691e-10	3.48346e-13	0.000505945	0.00268794	8.67553e-07	0.0010999	1.19487e-06	1.71918e-07	6.78488e-07	1.0104e-06	6.18266e-12	2.62754e-05	1.14229e-07	0.00464949	0.0030132	1.30915e-09	8.48697e-07	1.04102e-11	0.0052017	0.00165554	5.97531e-05	0.000188987	3.82927e-06	1.24529e-05	0.00126599	1e-15	0.00204309	0.000663166	0.007495	2.71513e-07	5.01952e-12	5.31769e-09	1e-15	2.73767e-05	1.43546e-07	1.5492e-09	2.98216e-05	0.00120993	2.89332e-06	1.45237e-06	5.42007e-06	1.29204e-05	0.000867943	4.20714e-06	0.00053271	0.0068193	0.000371057	1.54545e-12	
0.0835169	0.0883431	0.121303	0.104637	0.128878	0.140682	0.105855	0.0998782	0.105973	0.108645	0.0978688	0.113942	0.0824836	0.117631	0.206494	0.138458	0.102327	0.109405	0.130732	0.164977	0.10202	0.115285	0.134527	0.149092	0.0842696	0.142059	0.152217	0.106353	0.141791	0.0860998	0.114729	0.0914327	0.112362	0.118564	0.164785	0.0994618	0.154142	0.174902	0.0649625	0.182452	0.121322	0.149202	0.139425	57.9287	59.0338	58.3556	58.2087	59.3163	59.2273	58.948	59.7919	58.2268	58.9725	58.1772	58.9085	59.4515	59.3589	
0.00111946	0.00652164	0.0024998	0.00233494	0.0017177	0.00327828	0.0077969	0.0067396	0.00360132	0.00161344	0.00493224	0.0119513	0.0064537	0.00272328	0.00271837	0.0225728	0.0166113	0.000815918	0.00529309	0.0288693	0.00643327	0.00200006	0.00533246	0.00320226	0.0248382	0.0415041	0.0067138	0.00387628	0.00645717	0.0179879	0.00273399	0.0147512	0.000335012	0.0230388	0.0523196	0.00377362	0.00400237	0.0111282	0.0151809	0.012634	0.013494	0.000107191	0.00824622	0.00218345	0.0022563	0.00216668	0.0254432	0.000782948	0.00444794	0.0021643	0.00439999	0.000163796	0.00365816	0.00675093	0.00575388	0.00101423	0.00560239	
0.000188655	0.00150148	0.000258311	0.000284067	0.0315277	0.0220101	0.00431587	0.00032707	0.000502911	0.00379342	0.0105602	0.0195729	0.00153457	0.00300276	0.00534792	0.000657678	0.000266712	0.00272449	0.121013	0.000888479	5.84107e-05	0.124392	0.00442506	5.09776e-05	0.00487913	0.00725747	0.0103547	0.00336073	0.0116338	0.0938394	8.3573e-05	0.00239061	0.00603625	0.00132426	0.00571134	0.0390407	0.00147637	0.00189947	0.00145401	0.00841692	0.0222396	0.00320067	0.0189314	0.000442969	0.0260083	0.00206965	0.0376651	0.00513248	0.00214664	0.0248442	0.00220841	0.00657659	0.00152668	0.00269312	0.00163379	0.000245483	0.00575555	
8.81835e-08	0.00154861	1.54271e-07	3.6134e-10	6.91329e-05	5.02961e-09	5.94381e-08	0.00231275	1e-15	9.59784e-12	0.00113743	5.02094e-05	1.88192e-05	0.00059188	0.00071344	3.2163e-08	5.97411e-10	7.499e-11	1.05299e-12	1.30016e-12	5.74942e-12	1.51704e-06	3.1626e-06	5.20785e-08	1.0454e-10	4.0199e-05	0.000110674	1.74902e-05	3.40227e-06	7.27338e-08	0.000852621	0.00093091	0.00412612	4.60994e-09	8.62925e-07	1e-15	3.47496e-11	1.69762e-08	0.00115073	0.000240468	5.25479e-07	1e-15	6.4639e-15	1e-15	1.7007e-07	1.50013e-06	2.44757e-13	1.21028e-05	1e-15	0.000573525	0.000141915	4.20335e-08	0.00423608	1.85718e-10	0.00874441	0.000314669	1e-15	
0.000333529	0.000278687	0.00250024	0.00163842	3.50527e-07	2.15495e-14	6.02318e-06	5.45881e-05	0.0015219	1.52158e-06	2.1377e-05	1.22124e-05	0.000319785	4.80387e-08	0.0984238	3.64361e-06	0.00128658	0.00278825	3.87397e-06	0.000156942	3.29569e-06	6.81289e-06	8.07667e-06	1.14797e-06	1.36089e-15	1.39976e-08	0.000249783	0.000220526	0.0162794	4.11141e-05	0.00242256	1.96638e-08	0.000463961	0.000162961	0.00900358	7.99696e-09	1.20207e-11	1.45985e-09	1.50845e-05	3.70265e-05	0.000213607	0.000548669	1.91535e-05	0.000844313	4.65505e-06	8.13908e-07	0.000974026	5.53847e-05	3.08457e-10	0.00250443	0.000865087	3.92021e-07	8.77919e-05	0.00573263	0.000660618	9.91384e-05	9.98269e-05	
0.00162126	0.000788934	0.00124249	0.000572371	0.00220463	0.0130335	0.00122153	0.00391197	0.00909393	0.00266731	0.0375687	0.00929766	0.000195277	0.00978527	0.00177144	0.00211043	0.00132703	0.000992355	0.00440897	0.00195704	0.018191	0.00294298	0.00220002	0.00204817	0.00195776	0.00047023	0.0104521	0.00378188	0.00766122	0.00634697	0.00911507	0.005712	0.0922305	0.00822663	0.00176405	0.00195952	0.00159288	0.0126862	0.00595234	0.00376552	0.000736524	0.00334434	0.000205051	0.00189181	0.00441795	0.00854269	0.00494513	0.00890253	0.000985484	0.00603028	0.0294747	0.00846443	0.0140754	0.0391022	0.00559025	0.0453745	1.2387e-05	
1.27982e-05	2.06387e-12	1e-15	7.04217e-05	4.71037e-08	4.36173e-06	1.57662e-14	2.67196e-07	3.7496e-13	9.86565e-06	5.2193e-06	1.07764e-10	5.2579e-05	1.96275e-10	1.13977e-13	1e-15	2.46399e-09	6.86507e-07	1.84225e-05	0.00024917	7.09789e-06	0.00362288	4.60318e-06	0.00123604	1e-15	1e-15	2.4174e-06	1e-15	0.000566396	1.01067e-15	9.96675e-06	1e-15	3.23537e-11	0.00192048	0.000407414	9.09018e-09	0.0536268	3.61962e-05	3.37459e-05	5.70011e-08	3.82462e-07	5.4267e-09	1.14454e-11	2.77863e-08	2.49186e-07	2.93925e-09	0.000118486	1.88585e-11	3.13963e-05	5.66027e-11	1.82509e-06	0.000222043	0.0010809	4.85942e-05	5.71312e-07	0.000217701	6.08611e-10	
