21.0461	0.312767	1.83022	0.0529807	0.349171	1.48851	0.536704	0.145943	0.767073	0.0301645	0.128633	0.100099	0.422352	2.08134	0.537352	6.34395	1.92669	2.96373	0.452251	0.118425	2.95628	10.8436	46.0523	0.524136	1.7092	12.8203	1.04732	0.425354	0.0521186	4.144	0.261165	1.9975	0.150114	5.67976	1.40602	0.6396	0.157208	0.822091	1.84412	2.73266	0.182359	0.635884	5.23534	17.2118	5.40374	0.0478057	0.0949237	2.32559	1.05165	0.908059	0.100826	5.18327	0.26674	
1.62772	1.7191	0.382345	0.920961	0.741871	0.108204	1.29467	37.8877	1.41902	0.834241	9.70476	0.349374	0.239418	0.174597	0.0795141	2.1407	14.8942	6.33791	0.0430317	1.32914	1.40849	11.2858	0.126621	0.776749	0.424414	0.388045	0.167921	0.31432	1.37139	0.0462791	4.15025	0.415195	0.0459518	58.1975	2.99087	1.51833	3.43835	0.896904	11.5103	0.143012	20.4199	1.78065	0.748514	0.636367	0.224272	0.3755	4.49788	3.10723	0.218733	6.54775	0.180184	0.470385	0.267473	
0.0388002	0.0667449	0.644631	0.502819	0.198449	0.92323	0.111076	2.79693	6.51864	0.298479	1.39991	1.88699	0.283683	1.80404	2.97514	4.51735	0.750267	3.66498	0.229784	0.111351	0.30885	27.2635	1.40849	3.35323	0.194864	5.37204	0.847325	0.826744	0.0486547	1.76833	0.221643	0.141938	0.640893	26.9239	0.39853	0.450383	0.618802	7.1824	12.8686	1.49509	0.0553416	2.28958	4.47355	0.128682	0.0654741	2.50303	0.247553	0.392015	0.611939	1.15391	0.970095	2.87149	3.40428	
0.0887122	13.4374	0.0550306	15.7298	33.6182	0.199834	1.50368	0.0471275	0.496341	24.1284	0.186518	8.84961	19.5486	0.682021	0.134681	0.590131	0.0441594	0.825447	0.508758	3.81924	1.36378	0.203389	3.99526	9.4646	0.180416	0.41735	11.6945	1.59729	1.54848	1.44756	0.151307	0.0700408	0.180666	0.277447	1.06774	0.406146	4.68817	0.110976	0.0835551	0.588658	0.121922	0.433643	2.78375	0.186049	0.0422659	0.0174072	7.02128	1.10996	0.168658	8.99665	0.263479	0.0774046	0.110618	
4.7374	0.467588	0.501938	0.228416	2.03305	0.289348	35.1014	0.16079	0.316227	0.198703	0.13079	19.9487	0.174395	0.345407	16.3013	7.25089	23.0681	0.435925	0.136991	0.29825	0.389951	20.677	0.458528	0.186032	0.138003	1.3662	0.586517	0.219237	0.052439	4.45955	9.68793	0.283172	38.0109	0.0528687	0.141599	0.496555	1.10477	0.690507	27.5263	41.2998	0.102104	0.160108	1.13889	0.0511391	10.2157	0.178504	0.742528	0.095884	0.578758	0.903662	4.18938	12.9739	0.27426	
0.0813408	0.969523	0.195085	0.0921639	1.47826	6.08984	0.063987	1.15899	28.2629	0.748586	0.48119	3.87056	0.120471	0.312518	6.92639	37.6078	3.47708	0.0793574	0.114095	0.213965	0.642049	0.399	0.485911	0.133824	0.414049	2.11888	2.27374	0.765948	0.605071	1.17115	0.414116	1.32829	0.0846004	0.612036	1.01637	0.0398107	1.13247	0.198647	0.72037	0.402197	3.84764	1.01775	0.1452	0.278233	7.36782	18.5719	20.9894	1.08883	0.660964	1.94773	1.35324	0.355298	16.2225	
0.317891	1.33835	1.21184	11.9716	0.119972	0.165075	3.36348	1.77388	0.318567	0.771141	6.25465	0.702531	6.17221	0.631689	0.583737	0.875037	50.4631	13.6172	57.855	0.680798	0.180719	2.46744	14.1169	2.01059	1.48051	2.13169	0.480735	1.76543	0.0724755	0.110328	0.107837	0.768171	0.285504	2.69313	0.101701	0.110446	0.226547	0.291504	2.22882	0.507808	0.848415	0.147942	0.855523	12.9486	3.68051	1.23542	2.36114	25.2082	0.154768	5.89744	2.11082	0.0941511	0.119604	
3.4397	5.8418	1.59579	5.37738	0.408001	0.482929	0.256338	0.274624	0.0635526	2.24335	0.142512	13.6152	0.970002	0.130776	0.877982	4.61308	3.63447	1.57661	0.368246	1.94233	25.4663	2.97748	0.366186	1.00514	0.473094	0.928441	0.0717747	0.166128	0.159309	3.82658	1.9622	0.143713	10.9124	0.869731	0.0615672	35.189	0.142183	15.3586	29.412	18.3224	0.833212	0.589164	1.00484	0.548112	0.315197	5.76283	1.56905	0.854879	2.34913	3.83547	2.69901	0.116089	4.07458	
1.09955	0.122481	22.2208	1.06834	1.63033	9.35896	0.176225	0.144254	0.432089	1.96841	0.384932	1.64108	1.27074	0.32551	22.5862	3.42074	0.752284	68.1364	0.819958	1.1757	0.2811	2.98296	0.162872	0.454024	0.866608	0.312244	0.286583	3.96913	2.68308	0.305318	0.0590347	0.201803	0.0773827	0.684815	0.980466	0.0725304	0.137487	0.215052	0.523032	0.231285	0.168699	0.515475	0.130857	0.148624	2.50058	0.169038	0.236276	0.122077	1.86683	0.15985	1.3465	0.816512	0.441786	
0.556022	0.577839	1.40543	7.48766	1.21931	5.84956	0.697172	1.28492	2.48839	11.7434	0.856362	0.0427783	3.9034	0.2492	49.2458	0.209894	3.36906	1.17146	0.0876421	0.191844	39.6809	1.27433	4.42114	0.439609	40.5183	0.352275	3.91503	1.2245	0.475885	2.21115	2.6191	0.702228	0.94663	12.3147	0.0301697	2.05955	1.78338	0.386989	0.393691	0.426755	12.7711	0.781927	4.0043	1.67513	0.364897	0.967631	0.176977	0.0638877	0.615748	3.59403	1.84323	0.451674	0.111819	
